trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1671SI0,1671,SI,a Calle 21 - IDA,031A,0,,16710,,
1671SI1,1671,SI,a Calle 21 - VUELTA,031A,1,,16711,,
1672DI0,1672,DI,a Olimpo y C. de Cintura x Baradero,031B,0,,16720,,
1672DI1,1672,DI,a Pza. Miserere x Baradero,031B,1,,16721,,
1672FI0,1672,FI,a Olimpo y C. de Cintura x Baradero,031B,0,,16720,,
1672FI1,1672,FI,a Pza. Miserere x Baradero,031B,1,,16721,,
1672HI0,1672,HI,a Olimpo y C. de Cintura x Baradero,031B,0,,16720,,
1672HI1,1672,HI,a Pza. Miserere x Baradero,031B,1,,16721,,
1672SI0,1672,SI,a Olimpo y C. de Cintura x Baradero,031B,0,,16720,,
1672SI1,1672,SI,a Pza. Miserere x Baradero,031B,1,,16721,,
1673HI0,1673,HI,a Nueva Pompeya x Newton,031C,0,,16730,,
1673HI1,1673,HI,a Newton y Epecuen,031C,1,,16731,,
1673SI0,1673,SI,a Nueva Pompeya x Newton,031C,0,,16730,,
1673SI1,1673,SI,a Newton y Epecuen,031C,1,,16731,,
1674HI0,1674,HI,a Calle 11 - IDA,031D,0,,16740,,
1674HI1,1674,HI,a Calle 11 - VUELTA,031D,1,,16741,,
1674SI0,1674,SI,a Calle 11 - IDA,031D,0,,16740,,
1674SI1,1674,SI,a Calle 11 - VUELTA,031D,1,,16741,,
8417DI0,8417,DI,a Est. Liniers,034A,0,,84170,,
8417DI1,8417,DI,a Palermo,034A,1,,84171,,
8417FI0,8417,FI,a Est. Liniers,034A,0,,84170,,
8417FI1,8417,FI,a Palermo,034A,1,,84171,,
8417HI0,8417,HI,a Est. Liniers,034A,0,,84170,,
8417HI1,8417,HI,a Palermo,034A,1,,84171,,
8417SI0,8417,SI,a Est. Liniers,034A,0,,84170,,
8417SI1,8417,SI,a Palermo,034A,1,,84171,,
1717DI0,1717,DI,11 - IDA,NORTE11,0,,17170,,
1717DI1,1717,DI,11 - VUELTA,NORTE11,1,,17171,,
1717FI0,1717,FI,11 - IDA,NORTE11,0,,17170,,
1717FI1,1717,FI,11 - VUELTA,NORTE11,1,,17171,,
1717HI0,1717,HI,11 - IDA,NORTE11,0,,17170,,
1717HI1,1717,HI,11 - VUELTA,NORTE11,1,,17171,,
1717SI0,1717,SI,11 - IDA,NORTE11,0,,17170,,
1717SI1,1717,SI,11 - VUELTA,NORTE11,1,,17171,,
1718DI0,1718,DI,12 - IDA,NORTE12,0,,17180,,
1718DI1,1718,DI,12 - VUELTA,NORTE12,1,,17181,,
1718FI0,1718,FI,12 - IDA,NORTE12,0,,17180,,
1718FI1,1718,FI,12 - VUELTA,NORTE12,1,,17181,,
1718HI0,1718,HI,12 - IDA,NORTE12,0,,17180,,
1718HI1,1718,HI,12 - VUELTA,NORTE12,1,,17181,,
1718SI0,1718,SI,12 - IDA,NORTE12,0,,17180,,
1718SI1,1718,SI,12 - VUELTA,NORTE12,1,,17181,,
171DI0,171,DI,a A. Bonzi,056A,0,,1710,,
171DI1,171,DI,a Retiro,056A,1,,1711,,
171FI0,171,FI,a A. Bonzi,056A,0,,1710,,
171FI1,171,FI,a Retiro,056A,1,,1711,,
171HI0,171,HI,a A. Bonzi,056A,0,,1710,,
171HI1,171,HI,a Retiro,056A,1,,1711,,
171SI0,171,SI,a A. Bonzi,056A,0,,1710,,
171SI1,171,SI,a Retiro,056A,1,,1711,,
1722DI0,1722,DI,15 - IDA,NORTE15,0,,17220,,
1722DI1,1722,DI,15 - VUELTA,NORTE15,1,,17221,,
1722FI0,1722,FI,15 - IDA,NORTE15,0,,17220,,
1722FI1,1722,FI,15 - VUELTA,NORTE15,1,,17221,,
1722HI0,1722,HI,15 - IDA,NORTE15,0,,17220,,
1722HI1,1722,HI,15 - VUELTA,NORTE15,1,,17221,,
1722SI0,1722,SI,15 - IDA,NORTE15,0,,17220,,
1722SI1,1722,SI,15 - VUELTA,NORTE15,1,,17221,,
1727DI0,1727,DI,18 - IDA,NORTE18,0,,17270,,
1727DI1,1727,DI,18 - VUELTA,NORTE18,1,,17271,,
1727FI0,1727,FI,18 - IDA,NORTE18,0,,17270,,
1727FI1,1727,FI,18 - VUELTA,NORTE18,1,,17271,,
1727HI0,1727,HI,18 - IDA,NORTE18,0,,17270,,
1727HI1,1727,HI,18 - VUELTA,NORTE18,1,,17271,,
1727SI0,1727,SI,18 - IDA,NORTE18,0,,17270,,
1727SI1,1727,SI,18 - VUELTA,NORTE18,1,,17271,,
1729HI0,1729,HI,a González Catán x B° San Alberto,180F,0,,17290,,
1729HI1,1729,HI,a Mataderos,180F,1,,17291,,
172DI0,172,DI,a Cdad. Evita,056C,0,,1720,,
172DI1,172,DI,a Retiro,056C,1,,1721,,
172FI0,172,FI,a Cdad. Evita,056C,0,,1720,,
172FI1,172,FI,a Retiro,056C,1,,1721,,
172HI0,172,HI,a Cdad. Evita,056C,0,,1720,,
172HI1,172,HI,a Retiro,056C,1,,1721,,
172SI0,172,SI,a Cdad. Evita,056C,0,,1720,,
172SI1,172,SI,a Retiro,056C,1,,1721,,
1730HI1,1730,HI,a Pra. Junta,180G,1,,17301,,
1734HI0,1734,HI,C Retiro Barracas,033F,0,,17340,,
1734HI1,1734,HI,x Barracas hasta Est. Sarandi,033F,1,,17341,,
1735HI0,1735,HI,M Retiro Dock Sud,033G,0,,17350,,
1735HI1,1735,HI,x Dock Sud hasta Est. Sarandi,033G,1,,17351,,
1736HI0,1736,HI,C Retiro Dock Sud,033H,0,,17360,,
1736HI1,1736,HI,x Dock Sud hasta Est. Sarandi,033H,1,,17361,,
1737DI0,1737,DI,a Retiro,033I,0,,17370,,
1737DI1,1737,DI,a Est. Escalada,033I,1,,17371,,
1737FI0,1737,FI,a Retiro,033I,0,,17370,,
1737FI1,1737,FI,a Est. Escalada,033I,1,,17371,,
1737HI0,1737,HI,a Retiro,033I,0,,17370,,
1737HI1,1737,HI,a Est. Escalada,033I,1,,17371,,
1737SI0,1737,SI,a Retiro,033I,0,,17370,,
1737SI1,1737,SI,a Est. Escalada,033I,1,,17371,,
173HI0,173,HI,a Est. Varela,056B,0,,1730,,
173HI1,173,HI,a Retiro,056B,1,,1731,,
8419HI0,8419,HI,a Est. Liniers,034C,0,,84190,,
8419HI1,8419,HI,a Aeroparque Jorge Newbery,034C,1,,84191,,
1744HI0,1744,HI,a Pompeya x Aeroparque,160H,0,,17440,,
1744HI1,1744,HI,a Cdad. Universitaria x Aeroparque,160H,1,,17441,,
1744SI0,1744,SI,a Pompeya x Aeroparque,160H,0,,17440,,
1744SI1,1744,SI,a Cdad. Universitaria x Aeroparque,160H,1,,17441,,
1745HI0,1745,HI,a B° Don Orione x A. Alsina,160I,0,,17450,,
1745HI1,1745,HI,a Pompeya x A. Alsina,160I,1,,17451,,
1745SI0,1745,SI,a B° Don Orione x A. Alsina,160I,0,,17450,,
1745SI1,1745,SI,a Pompeya x A. Alsina,160I,1,,17451,,
1746HI0,1746,HI,a B° Don Orione x J. V. González,160J,0,,17460,,
1746HI1,1746,HI,a Pompeya x J. V. González,160J,1,,17461,,
1746SI0,1746,SI,a B° Don Orione x J. V. González,160J,0,,17460,,
1746SI1,1746,SI,a Pompeya x J. V. González,160J,1,,17461,,
1747HI0,1747,HI,a Est. Lanus x Gimnasia,160K,0,,17470,,
1747HI1,1747,HI,a Cdad. Universitaria. x Gimnasia,160K,1,,17471,,
1748HI0,1748,HI,a Est. Lanus x Aeroparque,160L,0,,17480,,
1748HI1,1748,HI,a Cdad. Universitaria x Aeroparque,160L,1,,17481,,
1748SI0,1748,SI,a Est. Lanus x Aeroparque,160L,0,,17480,,
238DI1,238,DI,a Once,098C,1,,2381,,
238FI0,238,FI,3 (Verde) a Villa España,098C,0,,2380,,
238FI1,238,FI,a Once,098C,1,,2381,,
1749HI1,1749,HI,M - Palermo x A. Alsina,160M,1,,17491,,
1749SI0,1749,SI,M - Don Orione x A. Alsina,160M,0,,17490,,
1749SI1,1749,SI,M - Palermo x A. Alsina,160M,1,,17491,,
174DI0,174,DI,a Pompeya - Est. Lanus,075A,0,,1740,,
174DI1,174,DI,a Retiro,075A,1,,1741,,
174FI0,174,FI,a Pompeya - Est. Lanus,075A,0,,1740,,
174FI1,174,FI,a Retiro,075A,1,,1741,,
174HI0,174,HI,a Pompeya - Est. Lanus,075A,0,,1740,,
174HI1,174,HI,a Retiro,075A,1,,1741,,
174SI0,174,SI,a Pompeya - Est. Lanus,075A,0,,1740,,
174SI1,174,SI,a Retiro,075A,1,,1741,,
1750HI0,1750,HI,Expreso - Pza. Italia x Gimnasia,160N,0,,17500,,
1750HI1,1750,HI,Expreso - Cdad. Universitaria x Gimnasia,160N,1,,17501,,
1750SI0,1750,SI,Expreso - Pza. Italia x Gimnasia,160N,0,,17500,,
1750SI1,1750,SI,Expreso - Cdad. Universitaria x Gimnasia,160N,1,,17501,,
1751DI0,1751,DI,a Don Bosco y Paraná x Rotonda San Justo,055B,0,,17510,,
1751DI1,1751,DI,a Bcas. de Belgrano,055B,1,,17511,,
1751FI0,1751,FI,a Don Bosco y Paraná x Rotonda San Justo,055B,0,,17510,,
1751FI1,1751,FI,a Bcas. de Belgrano,055B,1,,17511,,
1751HI0,1751,HI,a Don Bosco y Paraná x Rotonda San Justo,055B,0,,17510,,
1751HI1,1751,HI,a Bcas. de Belgrano,055B,1,,17511,,
1751SI0,1751,SI,a Don Bosco y Paraná x Rotonda San Justo,055B,0,,17510,,
1751SI1,1751,SI,a Bcas. de Belgrano,055B,1,,17511,,
1752DI0,1752,DI,Expreso - San Justo,055C,0,,17520,,
1752DI1,1752,DI,Expreso - Pra. Junta,055C,1,,17521,,
1752FI0,1752,FI,Expreso - San Justo,055C,0,,17520,,
1752FI1,1752,FI,Expreso - Pra. Junta,055C,1,,17521,,
1752HI0,1752,HI,Expreso - San Justo,055C,0,,17520,,
1752HI1,1752,HI,Expreso - Pra. Junta,055C,1,,17521,,
1752SI0,1752,SI,Expreso - San Justo,055C,0,,17520,,
1752SI1,1752,SI,Expreso - Pra. Junta,055C,1,,17521,,
1753DI0,1753,DI,x Ruta 8 Palermo Pilar,057E,0,,17530,,
1753DI1,1753,DI,x Ruta 8 Pilar Palermo,057E,1,,17531,,
1753FI0,1753,FI,x Ruta 8 Palermo Pilar,057E,0,,17530,,
1753FI1,1753,FI,x Ruta 8 Pilar Palermo,057E,1,,17531,,
1753HI0,1753,HI,x Ruta 8 Palermo Pilar,057E,0,,17530,,
1753HI1,1753,HI,x Ruta 8 Pilar Palermo,057E,1,,17531,,
1753SI0,1753,SI,x Ruta 8 Palermo Pilar,057E,0,,17530,,
1753SI1,1753,SI,x Ruta 8 Pilar Palermo,057E,1,,17531,,
1754DI0,1754,DI,x Roca Palermo Moreno,057K,0,,17540,,
1754DI1,1754,DI,x Roca Moreno Palermo,057K,1,,17541,,
1754FI0,1754,FI,x Roca Palermo Moreno,057K,0,,17540,,
1754FI1,1754,FI,x Roca Moreno Palermo,057K,1,,17541,,
1754HI0,1754,HI,x Roca Palermo Moreno,057K,0,,17540,,
1754HI1,1754,HI,x Roca Moreno Palermo,057K,1,,17541,,
1754SI0,1754,SI,x Roca Palermo Moreno,057K,0,,17540,,
1754SI1,1754,SI,x Roca Moreno Palermo,057K,1,,17541,,
1755DI0,1755,DI,x Ruta 8 cruce Castelar Palermo,057I,0,,17550,,
1755DI1,1755,DI,x Ruta 8 Palermo cruce Castelar,057I,1,,17551,,
1755FI0,1755,FI,x Ruta 8 cruce Castelar Palermo,057I,0,,17550,,
1755FI1,1755,FI,x Ruta 8 Palermo cruce Castelar,057I,1,,17551,,
1755HI0,1755,HI,x Ruta 8 cruce Castelar Palermo,057I,0,,17550,,
1755HI1,1755,HI,x Ruta 8 Palermo cruce Castelar,057I,1,,17551,,
1755SI0,1755,SI,x Ruta 8 cruce Castelar Palermo,057I,0,,17550,,
1755SI1,1755,SI,x Ruta 8 Palermo cruce Castelar,057I,1,,17551,,
1756DI0,1756,DI,x Ruta 7 Palermo Lujan,057D,0,,17560,,
1756DI1,1756,DI,x Ruta 7 Lujan Palermo,057D,1,,17561,,
1756FI0,1756,FI,x Ruta 7 Palermo Lujan,057D,0,,17560,,
1756FI1,1756,FI,x Ruta 7 Lujan Palermo,057D,1,,17561,,
1756HI0,1756,HI,x Ruta 7 Palermo Lujan,057D,0,,17560,,
1756HI1,1756,HI,x Ruta 7 Lujan Palermo,057D,1,,17561,,
1756SI0,1756,SI,x Ruta 7 Palermo Lujan,057D,0,,17560,,
1756SI1,1756,SI,x Ruta 7 Lujan Palermo,057D,1,,17561,,
1757DI0,1757,DI,Expreso Palermo Pilar,057N,0,,17570,,
1757DI1,1757,DI,Expreso Pilar Palermo,057N,1,,17571,,
1757FI0,1757,FI,Expreso Palermo Pilar,057N,0,,17570,,
1757FI1,1757,FI,Expreso Pilar Palermo,057N,1,,17571,,
1757HI0,1757,HI,Expreso Palermo Pilar,057N,0,,17570,,
1757HI1,1757,HI,Expreso Pilar Palermo,057N,1,,17571,,
1757SI0,1757,SI,Expreso Palermo Pilar,057N,0,,17570,,
1757SI1,1757,SI,Expreso Pilar Palermo,057N,1,,17571,,
1758DI0,1758,DI,a Palermo Pilar x Garin,057G,0,,17580,,
1758DI1,1758,DI,a Pilar Palermo x Garin,057G,1,,17581,,
1758FI0,1758,FI,a Palermo Pilar x Garin,057G,0,,17580,,
1758FI1,1758,FI,a Pilar Palermo x Garin,057G,1,,17581,,
1758HI0,1758,HI,a Palermo Pilar x Garin,057G,0,,17580,,
1758HI1,1758,HI,a Pilar Palermo x Garin,057G,1,,17581,,
1758SI0,1758,SI,a Palermo Pilar x Garin,057G,0,,17580,,
1758SI1,1758,SI,a Pilar Palermo x Garin,057G,1,,17581,,
1759DI0,1759,DI,Expreso Palermo Pilar,057O,0,,17590,,
1759DI1,1759,DI,Expreso Pilar Palermo,057O,1,,17591,,
1759FI0,1759,FI,Expreso Palermo Pilar,057O,0,,17590,,
1759FI1,1759,FI,Expreso Pilar Palermo,057O,1,,17591,,
1759HI0,1759,HI,Expreso Palermo Pilar,057O,0,,17590,,
1759HI1,1759,HI,Expreso Pilar Palermo,057O,1,,17591,,
1759SI0,1759,SI,Expreso Palermo Pilar,057O,0,,17590,,
1759SI1,1759,SI,Expreso Pilar Palermo,057O,1,,17591,,
175DI0,175,DI,M - Remedios de Escalada,075B,0,,1750,,
175DI1,175,DI,a Retiro,075B,1,,1751,,
175FI0,175,FI,M - Remedios de Escalada,075B,0,,1750,,
175FI1,175,FI,a Retiro,075B,1,,1751,,
175HI0,175,HI,M - Remedios de Escalada,075B,0,,1750,,
175HI1,175,HI,a Retiro,075B,1,,1751,,
175SI0,175,SI,M - Remedios de Escalada,075B,0,,1750,,
175SI1,175,SI,a Retiro,075B,1,,1751,,
1760DI0,1760,DI,x Autop. Palermo Moreno,057J,0,,17600,,
1760DI1,1760,DI,x Autop. Moreno Palermo,057J,1,,17601,,
1760FI0,1760,FI,x Autop. Palermo Moreno,057J,0,,17600,,
1760FI1,1760,FI,x Autop. Moreno Palermo,057J,1,,17601,,
1760HI0,1760,HI,x Autop. Palermo Moreno,057J,0,,17600,,
1760HI1,1760,HI,x Autop. Moreno Palermo,057J,1,,17601,,
1760SI0,1760,SI,x Autop. Palermo Moreno,057J,0,,17600,,
1760SI1,1760,SI,x Autop. Moreno Palermo,057J,1,,17601,,
1761DI0,1761,DI,Expreso Once Luján,057Q,0,,17610,,
1761DI1,1761,DI,Expreso Luján Once,057Q,1,,17611,,
1761FI0,1761,FI,Expreso Once Luján,057Q,0,,17610,,
1761FI1,1761,FI,Expreso Luján Once,057Q,1,,17611,,
1761HI0,1761,HI,Expreso Once Luján,057Q,0,,17610,,
1761HI1,1761,HI,Expreso Luján Once,057Q,1,,17611,,
1761SI0,1761,SI,Expreso Once Luján,057Q,0,,17610,,
1761SI1,1761,SI,Expreso Luján Once,057Q,1,,17611,,
1762DI0,1762,DI,Expreso Once - Moreno,057R,0,,17620,,
1762DI1,1762,DI,Expreso Moreno - Once,057R,1,,17621,,
1762FI0,1762,FI,Expreso Once - Moreno,057R,0,,17620,,
1762FI1,1762,FI,Expreso Moreno - Once,057R,1,,17621,,
1762HI0,1762,HI,Expreso Once - Moreno,057R,0,,17620,,
1762HI1,1762,HI,Expreso Moreno - Once,057R,1,,17621,,
1762SI0,1762,SI,Expreso Once - Moreno,057R,0,,17620,,
1762SI1,1762,SI,Expreso Moreno - Once,057R,1,,17621,,
239FI0,239,FI,3 (Negro) a Villa España,098D,0,,2390,,
239FI1,239,FI,a Once,098D,1,,2391,,
239HI0,239,HI,3 (Negro) a Villa España,098D,0,,2390,,
239HI1,239,HI,a Once,098D,1,,2391,,
239SI0,239,SI,3 (Negro) a Villa España,098D,0,,2390,,
239SI1,239,SI,a Once,098D,1,,2391,,
240DI0,240,DI,5 a Villa España,098E,0,,2400,,
240DI1,240,DI,a Once,098E,1,,2401,,
240FI0,240,FI,5 a Villa España,098E,0,,2400,,
240FI1,240,FI,a Once,098E,1,,2401,,
240HI0,240,HI,5 a Villa España,098E,0,,2400,,
240HI1,240,HI,a Once,098E,1,,2401,,
240SI0,240,SI,5 a Villa España,098E,0,,2400,,
240SI1,240,SI,a Once,098E,1,,2401,,
241DI0,241,DI,116 a B° Gráfico,098F,0,,2410,,
241DI1,241,DI,a Once,098F,1,,2411,,
241FI0,241,FI,116 a B° Gráfico,098F,0,,2410,,
241FI1,241,FI,a Once,098F,1,,2411,,
241HI0,241,HI,116 a B° Gráfico,098F,0,,2410,,
241HI1,241,HI,a Once,098F,1,,2411,,
241SI0,241,SI,116 a B° Gráfico,098F,0,,2410,,
241SI1,241,SI,a Once,098F,1,,2411,,
242DI0,242,DI,Ramal A - Est. Tapiales,103A,0,,2420,,
242DI1,242,DI,Ramal A - Carlos Calvo y Azopardo,103A,1,,2421,,
242FI0,242,FI,Ramal A - Est. Tapiales,103A,0,,2420,,
242FI1,242,FI,Ramal A - Carlos Calvo y Azopardo,103A,1,,2421,,
242HI0,242,HI,Ramal A - Est. Tapiales,103A,0,,2420,,
242HI1,242,HI,Ramal A - Carlos Calvo y Azopardo,103A,1,,2421,,
242SI0,242,SI,Ramal A - Est. Tapiales,103A,0,,2420,,
242SI1,242,SI,Ramal A - Carlos Calvo y Azopardo,103A,1,,2421,,
243DI0,243,DI,Santos Lugares / Caseros - IDA,105A,0,,2430,,
243DI1,243,DI,Santos Lugares / Caseros - VUELTA,105A,1,,2431,,
243FI0,243,FI,Santos Lugares / Caseros - IDA,105A,0,,2430,,
243FI1,243,FI,Santos Lugares / Caseros - VUELTA,105A,1,,2431,,
243HI0,243,HI,Santos Lugares / Caseros - IDA,105A,0,,2430,,
243HI1,243,HI,Santos Lugares / Caseros - VUELTA,105A,1,,2431,,
243SI0,243,SI,Santos Lugares / Caseros - IDA,105A,0,,2430,,
243SI1,243,SI,Santos Lugares / Caseros - VUELTA,105A,1,,2431,,
244DI0,244,DI,Golf - IDA,105B,0,,2440,,
244DI1,244,DI,Golf - VUELTA,105B,1,,2441,,
244FI0,244,FI,Golf - IDA,105B,0,,2440,,
244FI1,244,FI,Golf - VUELTA,105B,1,,2441,,
244HI0,244,HI,Golf - IDA,105B,0,,2440,,
244HI1,244,HI,Golf - VUELTA,105B,1,,2441,,
244SI0,244,SI,Golf - IDA,105B,0,,2440,,
244SI1,244,SI,Golf - VUELTA,105B,1,,2441,,
246DI0,246,DI,a El Palomar,123A,0,,2460,,
246DI1,246,DI,a Chacarita,123A,1,,2461,,
246FI0,246,FI,a El Palomar,123A,0,,2460,,
246FI1,246,FI,a Chacarita,123A,1,,2461,,
246HI0,246,HI,a El Palomar,123A,0,,2460,,
246HI1,246,HI,a Chacarita,123A,1,,2461,,
246SI0,246,SI,a El Palomar,123A,0,,2460,,
246SI1,246,SI,a Chacarita,123A,1,,2461,,
2472DI0,2472,DI,a 9 de Julio y C. Pellegrini,124A,0,,24720,,
2472DI1,2472,DI,a Fac. de Derecho,124A,1,,24721,,
2472FI0,2472,FI,a 9 de Julio y C. Pellegrini,124A,0,,24720,,
2472FI1,2472,FI,a Fac. de Derecho,124A,1,,24721,,
2472HI0,2472,HI,a 9 de Julio y C. Pellegrini,124A,0,,24720,,
2472HI1,2472,HI,a Fac. de Derecho,124A,1,,24721,,
2472SI0,2472,SI,a 9 de Julio y C. Pellegrini,124A,0,,24720,,
2472SI1,2472,SI,a Fac. de Derecho,124A,1,,24721,,
2473HI0,2473,HI,a Baigorria y Av. Nazca,124B,0,,24730,,
2473HI1,2473,HI,a Fac. de Derecho,124B,1,,24731,,
2474DI0,2474,DI,a Av. San Martin y Gral. Paz,090A,0,,24740,,
2474DI1,2474,DI,a Pza. Constitución,090A,1,,24741,,
2474FI0,2474,FI,a Av. San Martin y Gral. Paz,090A,0,,24740,,
2474FI1,2474,FI,a Pza. Constitución,090A,1,,24741,,
2474HI0,2474,HI,a Av. San Martin y Gral. Paz,090A,0,,24740,,
2474HI1,2474,HI,a Pza. Constitución,090A,1,,24741,,
2474SI0,2474,SI,a Av. San Martin y Gral. Paz,090A,0,,24740,,
2474SI1,2474,SI,a Pza. Constitución,090A,1,,24741,,
2475DI0,2475,DI,a Est. F. Lacroze,090B,0,,24750,,
2475DI1,2475,DI,a Pza. Constitución,090B,1,,24751,,
2475FI0,2475,FI,a Est. F. Lacroze,090B,0,,24750,,
2475FI1,2475,FI,a Pza. Constitución,090B,1,,24751,,
2475HI0,2475,HI,a Est. F. Lacroze,090B,0,,24750,,
2475HI1,2475,HI,a Pza. Constitución,090B,1,,24751,,
2475SI0,2475,SI,a Est. F. Lacroze,090B,0,,24750,,
2475SI1,2475,SI,a Pza. Constitución,090B,1,,24751,,
2476DI0,2476,DI,a Pte. Saavedra,228AC,0,,24760,,
2476DI1,2476,DI,a Zarate,228AC,1,,24761,,
2476FI0,2476,FI,a Pte. Saavedra,228AC,0,,24760,,
2476FI1,2476,FI,a Zarate,228AC,1,,24761,,
2476HI0,2476,HI,a Pte. Saavedra,228AC,0,,24760,,
2476HI1,2476,HI,a Zarate,228AC,1,,24761,,
2476SI0,2476,SI,a Pte. Saavedra,228AC,0,,24760,,
2476SI1,2476,SI,a Zarate,228AC,1,,24761,,
2490DI0,2490,DI,a ROMERO,OE16V,0,,24900,,
2490FI0,2490,FI,a ROMERO,OE16V,0,,24900,,
2490HI0,2490,HI,a ROMERO,OE16V,0,,24900,,
2490SI0,2490,SI,a ROMERO,OE16V,0,,24900,,
2491DI0,2491,DI,a EL PELIGRO,OE61V,0,,24910,,
2491DI1,2491,DI,a Htal. SAN MARTIN,OE61V,1,,24911,,
2491FI0,2491,FI,a EL PELIGRO,OE61V,0,,24910,,
2491FI1,2491,FI,a Htal. SAN MARTIN,OE61V,1,,24911,,
2491HI0,2491,HI,a EL PELIGRO,OE61V,0,,24910,,
2491HI1,2491,HI,a Htal. SAN MARTIN,OE61V,1,,24911,,
2491SI0,2491,SI,a EL PELIGRO,OE61V,0,,24910,,
2491SI1,2491,SI,a Htal. SAN MARTIN,OE61V,1,,24911,,
2500DI0,2500,DI,Lamadrid - IDA,257B,0,,25000,,
2500DI1,2500,DI,Lamadrid - VUELTA,257B,1,,25001,,
2500HI0,2500,HI,Lamadrid - IDA,257B,0,,25000,,
2500HI1,2500,HI,Lamadrid - VUELTA,257B,1,,25001,,
2500SI0,2500,SI,Lamadrid - IDA,257B,0,,25000,,
2500SI1,2500,SI,Lamadrid - VUELTA,257B,1,,25001,,
2507DI0,2507,DI,a Cement. AVELLANEDA,266R1,0,,25070,,
2507DI1,2507,DI,a Est. LOMAS DE ZAMORA,266R1,1,,25071,,
2507FI0,2507,FI,a Cement. AVELLANEDA,266R1,0,,25070,,
2507FI1,2507,FI,a Est. LOMAS DE ZAMORA,266R1,1,,25071,,
2507HI0,2507,HI,a Cement. AVELLANEDA,266R1,0,,25070,,
2507HI1,2507,HI,a Est. LOMAS DE ZAMORA,266R1,1,,25071,,
2507SI0,2507,SI,a Cement. AVELLANEDA,266R1,0,,25070,,
2507SI1,2507,SI,a Est. LOMAS DE ZAMORA,266R1,1,,25071,,
2508DI0,2508,DI,a Est. RAFAEL CALZADA,266R2,0,,25080,,
2508DI1,2508,DI,a Est. LOMAS DE ZAMORA,266R2,1,,25081,,
2508FI0,2508,FI,a Est. RAFAEL CALZADA,266R2,0,,25080,,
2508FI1,2508,FI,a Est. LOMAS DE ZAMORA,266R2,1,,25081,,
2508HI0,2508,HI,a Est. RAFAEL CALZADA,266R2,0,,25080,,
2508HI1,2508,HI,a Est. LOMAS DE ZAMORA,266R2,1,,25081,,
2508SI0,2508,SI,a Est. RAFAEL CALZADA,266R2,0,,25080,,
2508SI1,2508,SI,a Est. LOMAS DE ZAMORA,266R2,1,,25081,,
2509DI0,2509,DI,a MINISTRO Rivadavia,266R4,0,,25090,,
2509DI1,2509,DI,a Est. LOMAS DE ZAMORA,266R4,1,,25091,,
2509FI0,2509,FI,a MINISTRO Rivadavia,266R4,0,,25090,,
2509FI1,2509,FI,a Est. LOMAS DE ZAMORA,266R4,1,,25091,,
2509HI0,2509,HI,a MINISTRO Rivadavia,266R4,0,,25090,,
2509HI1,2509,HI,a Est. LOMAS DE ZAMORA,266R4,1,,25091,,
2509SI0,2509,SI,a MINISTRO Rivadavia,266R4,0,,25090,,
2509SI1,2509,SI,a Est. LOMAS DE ZAMORA,266R4,1,,25091,,
2510DI0,2510,DI,a Est. FCIO. VARELA,266RS,0,,25100,,
2510DI1,2510,DI,a Est. LOMAS DE ZAMORA,266RS,1,,25101,,
2510FI0,2510,FI,a Est. FCIO. VARELA,266RS,0,,25100,,
2510FI1,2510,FI,a Est. LOMAS DE ZAMORA,266RS,1,,25101,,
2510HI0,2510,HI,a Est. FCIO. VARELA,266RS,0,,25100,,
2510HI1,2510,HI,a Est. LOMAS DE ZAMORA,266RS,1,,25101,,
2510SI0,2510,SI,a Est. FCIO. VARELA,266RS,0,,25100,,
2510SI1,2510,SI,a Est. LOMAS DE ZAMORA,266RS,1,,25101,,
2511DI1,2511,DI,a Est. BANFIELD,266R6,1,,25111,,
2511FI1,2511,FI,a Est. BANFIELD,266R6,1,,25111,,
2511HI1,2511,HI,a Est. BANFIELD,266R6,1,,25111,,
2511SI1,2511,SI,a Est. BANFIELD,266R6,1,,25111,,
2514DI0,2514,DI,a Villa ALCIRA,263RNeg,0,,25140,,
2514DI1,2514,DI,a Est. BURZACO,263RNeg,1,,25141,,
2514HI0,2514,HI,a Villa ALCIRA,263RNeg,0,,25140,,
2514HI1,2514,HI,a Est. BURZACO,263RNeg,1,,25141,,
2514SI0,2514,SI,a Villa ALCIRA,263RNeg,0,,25140,,
2514SI1,2514,SI,a Est. BURZACO,263RNeg,1,,25141,,
2515DI0,2515,DI,a Villa ALCIRA,263RRoj,0,,25150,,
2515DI1,2515,DI,a Est. BURZACO,263RRoj,1,,25151,,
2515FI0,2515,FI,a Villa ALCIRA,263RRoj,0,,25150,,
2515FI1,2515,FI,a Est. BURZACO,263RRoj,1,,25151,,
2515HI0,2515,HI,a Villa ALCIRA,263RRoj,0,,25150,,
2515HI1,2515,HI,a Est. BURZACO,263RRoj,1,,25151,,
2515SI0,2515,SI,a Villa ALCIRA,263RRoj,0,,25150,,
2515SI1,2515,SI,a Est. BURZACO,263RRoj,1,,25151,,
2516DI0,2516,DI,a Villa ALCIRA,263RVer,0,,25160,,
2516DI1,2516,DI,a Est. BURZACO,263RVer,1,,25161,,
2516HI0,2516,HI,a Villa ALCIRA,263RVer,0,,25160,,
2516HI1,2516,HI,a Est. BURZACO,263RVer,1,,25161,,
